Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201505,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,12950
201004,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12951
201907,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,12953
201207,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12955
201905,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,12961
200710,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,12962
201212,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,12962
201606,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,12962
201705,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,12964
201402,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12967
201608,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,12967
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,12968
201501,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,12973
201402,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,12977
200905,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,12981
200509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12989
200607,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,12990
201412,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,12992
201609,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,12992
201803,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12995
201207,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,13000
201806,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13001
200709,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13003
201612,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,13005
201803,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,13005
200907,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13008
200601,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13010
201004,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13011
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,13011
200605,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13012
200612,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13021
201012,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13022
200602,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,13023
201609,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13027
201105,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,13028
201902,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13030
201807,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,13031
200801,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13034
200806,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13034
201103,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,13035
201902,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13035
201606,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,13037
201702,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,13038
201702,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,13041
201908,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13045
200712,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13048
201809,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13048
200512,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13049
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,13054
201106,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,13058
201105,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13059
200611,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,13062
201903,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,13068
201304,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,13072
201704,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13072
201202,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,13078
200511,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13080
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13081
201810,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13087
201512,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13089
200905,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13090
201701,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13090
201204,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13098
201708,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13098
201907,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,13102
201510,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,13106
201609,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,13106
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,13107
201704,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13107
200702,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,13111
201011,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13114
200811,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13115
201001,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,13116
201401,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13118
200811,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13120
201904,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,13124
201205,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13125
201212,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13130
201609,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13130
201809,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13130
200705,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13132
200707,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13132
201303,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13136
201711,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,13137
200912,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13138
201408,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,13139
200905,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13140
201609,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13140
200604,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13143
201604,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13146
200710,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13147
201407,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13148
201707,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,13150
200806,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13153
201701,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,13155
201705,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,13159
201703,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13162
200908,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13163
201606,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,13166
201612,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,13167
201906,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,13167
201909,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13172
201202,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13174
201310,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13183
201611,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,13183
201003,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13186
200608,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13190
201412,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,13191
201506,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13194
201802,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13195
201503,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,13199
201209,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13200
201711,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13204
200602,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13206
200701,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13206
201611,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13211
201909,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13211
201504,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13212
201008,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13213
201404,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13214
201212,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13220
201906,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,13220
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,13221
200603,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,13227
201704,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,13228
201905,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,13229
201811,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13230
201608,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,13231
200904,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13232
200802,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13234
200808,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13238
201104,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13238
201305,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13241
201908,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,13241
200811,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,13243
201604,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13249
200807,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13250
201205,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13250
200907,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13251
201409,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13254
200908,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13255
201408,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,13255
200702,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13263
200712,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13264
200812,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13270
201005,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13271
200607,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13272
201608,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,13272
201709,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13272
201507,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13275
201403,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13276
201707,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13278
201402,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13281
201704,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13282
201402,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13283
201105,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13285
201010,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13288
201410,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13288
201501,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,13288
200608,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13291
201806,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,13291
201701,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,13292
201005,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13293
200802,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13296
201606,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,13306
201710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,13308
200907,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13309
201105,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13312
201409,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,13312
201410,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13312
201712,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13313
201607,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,13314
200901,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13318
201811,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,13318
201605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,13319
201404,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13320
200805,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13333
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,13335
201406,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,13338
201412,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,13346
201206,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,13347
201804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13349
200805,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13350
201110,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,13353
200903,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13354
201705,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13355
200812,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,13356
201305,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13356
201908,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,13358
201005,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13360
201102,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,13360
201901,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,13362
201802,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,13366
201806,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13368
201907,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,13368
201909,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13368
201706,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13371
201901,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,13375
201701,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,13379
201110,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,13385
200909,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13386
201609,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,13387
201504,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13395
201206,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13399
201505,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13399
200712,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13400
201002,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13400
201103,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13400
201607,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13403
200804,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13404
201712,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13405
200901,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13407
201403,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13411
200909,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13412
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13416
200712,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13420
201705,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,13421
200911,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13422
201706,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13423
201806,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,13425
200509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13426
201506,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13431
200811,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,13432
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,13434
201012,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13436
201606,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13438
201802,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13438
200807,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,13439
201904,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,13442
200812,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13450
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13454
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,13455
201808,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13456
201306,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13459
201906,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,13464
201904,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,13465
201801,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13466
201301,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13467
201004,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,13469
201701,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13473
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13481
201102,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,13486
201512,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13488
201411,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13489
201503,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13489
201511,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13489
201812,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,13489
201712,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13492
201712,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,13493
201809,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,13493
201411,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13494
200705,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13495
201809,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13505
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13507
201101,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13511
200811,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13515
201011,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13520
200508,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13524
201205,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13525
201902,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,13530
201211,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13534
201907,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,13534
201908,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,13535
201802,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,13540
201309,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,13541
200806,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13542
200711,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,13543
201804,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13543
200909,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13552
201603,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13553
201104,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13554
201707,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13554
200705,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13556
200802,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13556
201503,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,13556
